STATE,SITE_NAME,ESA_CODE,MDF_CODE,ISAM_AVAIL_PRTS_MAX_20MBPS,ADDNL_AVAIL_PRTS_MAX_20MBPS,ADDNL_AVAIL_PRTS_MAX_8MBPS,TOTAL_AVAIL_PRTS
NSW,FALLS CREEK,FALL,FALL01,186,0,0,186
QLD,FARLEIGH,FARL,FARL01,0,165,174,339
QLD,FARNSFIELD,FARN,FARN01,0,0,0,0
NSW,FREDERICKTON,FDTN,FDTN01,239,0,0,239
NSW,FEDERAL,FEDL,FEDL01,45,0,0,45
QLD,FELUGA,FELU,FELU01,93,0,0,93
TAS,FERN TREE,FETE,FETE01,179,0,0,179
VIC,FISH CREEK,FHCK,FHCK01,135,0,0,135
QLD,FERNY HILLS,FHLS,FHLS01,666,0,2254,2920
TAS,FINGAL,FIAL,FIAL01,91,0,0,91
NSW,FIDDLETOWN,FIDD,FIDD01,68,0,0,68
NSW,FIREFLY,FIFY,FIFY01,0,0,0,0
QLD,FINCH HATTON,FINC,FINC01,288,0,0,288
VIC,FINGAL,FING,FING01,28,0,0,28
NSW,FITZGERALDS VALLEY,FITV,FITV01,64,0,0,64
NSW,FIVE DOCK,FIVE,FIVE01,460,0,0,460
VIC,FAWKNER,FKNR,FKNR01,280,0,0,280
QLD,FLAXTON,FLAX,FLAX01,79,0,288,367
VIC,FALLS CREEK,FLCK,FLCK01,33,0,0,33
NSW,FAILFORD,FLFD,FLFD01,209,0,0,209
VIC,FLINDERS,FLIN,FLIN01,116,219,0,335
SA,FLINDERS,FLNF,FLNF01,380,0,0,380
VIC,FLOWERDALE,FLOW,FLOW01,0,76,0,76
WA,FREMANTLE,FMTL,FMTL01,1060,0,683,1743
NSW,FERNBROOK,FNBK,FNBK01,150,0,0,150
NSW,FERNHILL,FNHL,FNHL01,533,14,407,954
NSW,FINLEY,FNLY,FNLY01,316,36,217,569
SA,FINNISS,FNSS,FNSS01,0,9,0,9
NSW,FORSTER,FOER,FOER01,2456,0,420,2876
QLD,INALA FOREST LAKE OPMDF,IALA,FOLK01,1019,0,0,1019
QLD,FOREST HILL,FORE,FORE01,187,0,0,187
TAS,FOREST,FORT,FORT01,270,0,0,270
VIC,FOSTER,FOSR,FOSR01,286,0,0,286
TAS,FORTH,FOTH,FOTH01,345,0,0,345
SA,FRANCES,FRAN,FRAN01,0,16,0,16
NSW,FORBES,FRBS,FRBS01,423,0,445,868
NSW,FREEMANS REACH,FRCH,FRCH01,82,0,0,82
VIC,FRESHWATER CREEK,FREK,FREK01,99,0,0,99
QLD,FRENCHVILLE,FREL,FREL01,4839,0,0,4839
NSW,FRENCHS FOREST,FREN,FREN01,1161,0,0,1161
QLD,FRESHWATER,FRES,FRES01,984,0,683,1667
WA,FORRESTFIELD,FRFD,FRFD01,43,314,339,696
TAS,FRANKLIN,FRIN,FRIN01,233,0,0,233
SA,FREELING,FRLG,FRLG01,326,0,0,326
VIC,FERNY CREEK,FRNK,FRNK01,0,0,418,418
VIC,FRANKSTON,FRTN,FRTN01,118,0,0,118
VIC,FOOTSCRAY,FSRY,FSRY01,840,0,2177,3017
WA,FORRESTDALE,FTDL,FTDL01,287,0,0,287
VIC,FERNTREE GULLY,FTGY,FTGY01,1685,0,3,1688
VIC,FLEMINGTON,FTON,FTON01,49,0,2014,2063
NSW,FOREST REEFS,FTRF,FTRF01,163,0,0,163
WA,FITZROY CROSSING,FTZR,FTZR01,6,0,0,6
QLD,FERNVALE,FVLE,FVLE01,361,0,0,361
NSW,FITZROY FALLS,FYFS,FYFS01,0,44,0,44
NSW,FAIRY HILL,FYHL,FYHL01,174,0,0,174
ACT,FYSHWICK,FYSK,FYSK01,475,0,0,475
VIC,GLENMAGGIE,GAGI,GAGI01,0,120,0,120
NSW,GANMAIN,GAIN,GAIN01,0,91,0,91
VIC,GARDENVALE,GALE,GALE01,151,0,0,151
NSW,GALSTON,GALS,GALS01,72,0,0,72
VIC,GARFIELD,GARF,GARF01,0,19,132,151
QLD,GARGETT,GARG,GARG01,94,0,0,94
VIC,GLENGARRY,GARY,GARY01,321,0,0,321
QLD,GATTON,GATT,GATT01,340,0,0,340
QLD,GAYNDAH,GAYN,GAYN01,52,0,0,52
QLD,GOOMBUNGEE,GBGE,GBGE01,228,0,0,228
QLD,GOOMBURRA,GBRA,GBRA01,0,0,0,0
VIC,GREENSBOROUGH,GBRH,GBRH01,3069,0,0,3069
NSW,GUNDAGAI,GDAI,GDAI01,386,0,0,386
TAS,GARDEN ISLAND CREEK,GDCK,GDCK01,113,0,0,113
NT,NOONAMAH GOODE ROAD,NNMH,GDET01,227,0,0,227
QLD,GOODNA,GDNA,GDNA01,1477,0,0,1477
NSW,GUNDAROO,GDRO,GDRO01,105,0,0,105
VIC,GEELONG,GEEM,GEEM01,736,0,0,736
VIC,GELLIBRAND RIVER,GELR,GELR01,0,49,0,49
VIC,GEMBROOK,GEMB,GEMB01,33,0,0,33
QLD,GEMFIELDS,GEMF,GEMF01,336,0,0,336
VIC,GLEN VALLEY,GENV,GENV01,0,0,21,21
TAS,GEEVESTON,GEON,GEON01,385,0,0,385
QLD,GEORGETOWN,GEOR,GEOR01,0,66,0,66
VIC,GRASSMERE,GERE,GERE01,143,0,0,143
NSW,GERRINGONG,GERN,GERN01,1136,0,503,1639
TAS,GEORGE TOWN,GEWN,GEWN01,332,47,0,379
NSW,GRENFELL,GFEL,GFEL01,0,0,0,0
WA,GLENFIELD EXCHANGE WA,GFLD,GFLD01,666,0,0,666
WA,GLEN FORREST,GFOR,GFOR01,114,0,241,355
NSW,GRIFFITH,GFTH,GFTH01,1842,0,285,2127
NSW,GILGAI,GGAI,GGAI01,122,0,0,122
NSW,GEARYS GAP,GGAP,GGAP01,0,0,0,0
NSW,GULARGAMBONE,GGBN,GGBN01,0,15,0,15
NSW,GRONG GRONG,GGGG,GGGG01,0,45,0,45
ACT,GUNGAHLIN,CRCF,GGHA01,342,0,0,342
WA,GIDGEGANNUP,GGNP,GGNP01,0,0,42,42
NT,DARWIN GREGORY STREET,DRWN,GGRT01,1459,0,0,1459
WA,GLENFIELD G004,GFLD,GHLX01,179,127,0,306
QLD,GLASSHOUSE MOUNTAINS,GHMT,GHMT01,156,0,0,156
NSW,GILGANDRA,GILG,GILG01,315,0,0,315
QLD,GILSTON,GILS,GILS01,0,0,0,0
QLD,GIN GIN,GINN,GINN01,126,0,0,126
NT,HOWARD SPRINGS GIRRAWEEN,HDSS,GIRN01,0,0,0,0
WA,GIRRAWHEEN,GIRR,GIRR01,540,0,2105,2645
QLD,GIRU,GIRU,GIRU01,0,0,0,0
VIC,GISBORNE,GISB,GISB01,1491,0,0,1491
NSW,GLENBROOK,GLBK,GLBK01,583,0,0,583
NSW,GOULBURN,GLBN,GLBN01,2057,0,382,2439
SA,GLADSTONE,GLDE,GLDE01,294,0,0,294
WA,GUILDERTON,GLDN,GLDN01,117,0,0,117
NSW,GLEBE,GLEB,GLEB01,844,0,0,844
NSW,GLENORIE,GLEN,GLEN01,0,0,408,408
NSW,GLENFIELD PARK,GLFD,GLFD01,1784,0,517,2301
NSW,GILGOOMA,GLGA,GLGA01,0,0,0,0
NSW,GOOLOOGONG,GLGG,GLGG01,344,0,0,344
NSW,GOL GOL,GLGL,GLGL01,1,0,156,157
TAS,GLENORCHY,GLHY,GLHY01,3763,0,420,4183
VIC,GLEN IRIS,GLIS,GLIS01,833,0,443,1276
SA,GLENELG,GLLG,GLLG01,84,0,2182,2266
NSW,GALONG,GLNG,GLNG01,0,0,0,0
VIC,GLENTHOMPSON,GLON,GLON01,0,40,0,40
NSW,GLOUCESTER,GLOS,GLOS01,367,0,0,367
NSW,GULPA,GLPA,GLPA01,0,0,0,0
NSW,GLENQUARRY,GLQY,GLQY01,0,51,0,51
WA,GELORUP,GLRP,GLRP01,1437,0,232,1669
TAS,GLENGARRY,GLRY,GLRY01,0,66,0,66
SA,GLOSSOP,GLSP,GLSP01,140,0,0,140
QLD,GLADSTONE,GLST,GLST01,317,0,320,637
WA,GERALDTON,GLTN,GLTN01,1565,0,0,1565
VIC,GLENAROUA,GLVA,GLVA01,0,0,0,0
SA,GOOLWA,GLWA,GLWA01,692,0,212,904
WA,GOOMALLING,GMLG,GMLG01,226,0,0,226
QLD,GOOMERI,GMRI,GMRI01,29,0,0,29
QLD,GLAMORGAN VALE,GMVE,GMVE01,179,0,0,179
VIC,GNARWARRE,GNAR,GNAR01,0,0,20,20
QLD,GOLDEN BEACH,GNBH,GNBH01,4,0,105,109
WA,GNARABUP BEACH,GNBP,GNBP01,170,0,0,170
SA,GLENCOE,GNCE,GNCE01,63,0,0,63
QLD,GLENDORF,GNDF,GNDF01,0,0,0,0
QLD,GLENDEN,GNDN,GNDN01,205,0,0,205
NSW,GUNDY,GNDY,GNDY01,66,0,0,66
SA,GOLDEN GROVE,GNGE,GNGE01,283,23,7,313
WA,GINGIN,GNGN,GNGN01,171,0,0,171
NSW,GOONENGERRY,GNGY,GNGY01,0,0,0,0
TAS,GLEN HUON,GNHN,GNHN01,155,0,0,155
NSW,GLEN INNES,GNIS,GNIS01,122,0,321,443
QLD,GREENMOUNT,GNMT,GNMT01,282,0,0,282
NSW,GUNNING,GNNG,GNNG01,150,0,0,150
WA,GNOWANGERUP,GNOW,GNOW01,168,0,0,168
NSW,GLENREAGH,GNRH,GNRH01,309,0,0,309
VIC,GLENROY,GNRY,GNRY01,13,0,518,531
QLD,GORDONVALE,GNVE,GNVE01,3,0,253,256
VIC,GOLDEN BEACH,GOBH,GOBH01,45,0,0,45
NSW,GOOLGOWI,GOGI,GOGI01,0,0,30,30
NSW,GOONELLABAH,GONH,GONH01,140,0,569,709
NSW,GOOLMANGAR,GOOL,GOOL01,53,0,0,53
QLD,GOONDIWINDI,GOON,GOON01,13,0,613,626
VIC,GOORNONG,GOOR,GOOR01,128,0,0,128
QLD,GOOVIGEN,GOOV,GOOV01,165,0,0,165
VIC,GORDON,GORD,GORD01,231,0,0,231
VIC,GOROKE,GORK,GORK01,122,0,0,122
WA,GOSNELLS,GOSN,GOSN01,143,0,0,143
SA,GOSSE,GOSS,GOSS01,0,0,26,26
QLD,GOWRIE JUNCTION,GOWJ,GOWJ01,498,0,0,498
SA,GEPPS CROSS,GPCS,GPCS01,2234,0,3,2237
NT,ARNHEM EAST GAPUWIYAK,ARNE,GPWK01,176,0,0,176
QLD,GRACEMERE,GRAC,GRAC01,115,98,0,213
NSW,GRANVILLE,GRAN,GRAN01,13,0,0,13
QLD,GREENBANK,GRBK,GRBK01,322,0,368,690
WA,GREENBUSHES,GRBS,GRBS01,162,0,0,162
VIC,GOORAMBAT,GRBT,GRBT01,0,27,0,27
QLD,GRANDCHESTER,GRCH,GRCH01,96,0,0,96
NSW,GRETA,GREA,GREA01,383,0,0,383
NSW,GREENWELL POINT,GREN,GREN01,0,15,0,15
NSW,GREVILLIA,GREV,GREV01,147,0,0,147
WA,GREENFIELDS,MDRA,GREX03,352,0,400,752
NSW,GARANGULA,GRGA,GRGA01,0,0,0,0
VIC,GIRGARRE,GRGE,GRGE01,0,0,0,0
NSW,GEURIE,GRIE,GRIE01,206,0,0,206
NSW,GOROKAN,GRKN,GRKN01,5985,0,429,6414
VIC,GREENVALE,GRLE,GRLE01,320,0,0,320
WA,GREENMOUNT,GRMT,GRMT01,112,0,0,112
SA,GREENOCK,GRNK,GRNK01,160,0,0,160
NSW,GRAFTON,GRNN,GRNN01,5,0,418,423
VIC,GROVEDALE,GROX,GROX01,378,0,0,378
SA,GAWLER RIVER,GRRR,GRRR01,0,0,0,0
QLD,GRANTHAM,GRTM,GRTM01,0,0,0,0
VIC,GRANTVILLE,GRTV,GRTV01,0,0,0,0
VIC,GRUYERE,GRUY,GRUY01,173,0,0,173
TAS,GROVE,GRVE,GRVE01,0,254,0,254
VIC,GLENROWAN,GRWN,GRWN01,254,0,0,254
VIC,GLADYSDALE,GSDE,GSDE01,17,0,0,17
NSW,GOSFORD,GSFD,GSFD01,2102,0,2304,4406
TAS,GRETNA,GTNA,GTNA01,160,0,0,160
NSW,GULF CREEK,GUCK,GUCK01,0,0,17,17
SA,GLENUNGA,GUGA,GUGA01,468,1,726,1195
QLD,GULLIVER RIVERSIDE GARDEN,GULL,GUHY01,88,0,0,88
VIC,GUILDFORD,GUID,GUID01,96,0,0,96
NSW,GUILDFORD,GUIL,GUIL01,491,0,0,491
NSW,GULGONG,GULG,GULG01,199,0,0,199
QLD,GULLIVER,GULL,GULL01,4693,0,427,5120
SA,GUMERACHA,GUMA,GUMA01,92,0,0,92
QLD,GUNALDA,GUNA,GUNA01,175,0,0,175
NSW,GUNNEDAH,GUNN,GUNN01,82,0,0,82
VIC,GUNBOWER,GUNR,GUNR01,0,0,0,0
QLD,GUNUNA,GUUA,GUUA01,0,0,0,0
NSW,GIRVAN,GVAN,GVAN01,0,0,121,121
NSW,GROSE VALE,GVLE,GVLE01,0,0,485,485
NSW,GRAVESEND,GVSD,GVSD01,0,0,0,0
WA,GWAMBYGINE,GWAM,GWAM01,0,0,46,46
VIC,GREAT WESTERN,GWES,GWES01,153,0,0,153
NSW,GRAWIN,GWIN,GWIN01,0,0,38,38
NT,GALIWINKU NHULUNBUY,GWKU,GWKU01,280,0,0,280
NSW,GLEN WILLIAM,GWLM,GWLM01,0,43,0,43
SA,GAWLER,GWLR,GWLR01,1698,0,281,1979
SA,GREENWITH,GWTH,GWTH01,126,0,349,475
QLD,GYMPIE,GYMP,GYMP01,3694,0,19,3713
VIC,GLENLYON,GYON,GYON01,131,0,0,131
NSW,GUYRA,GYRA,GYRA01,267,0,0,267
VIC,HADDON,HADD,HADD01,457,0,0,457
TAS,HADSPEN,HAEN,HAEN01,833,0,0,833
SA,HAWKER,HAER,HAER01,298,0,0,298
TAS,HAGLEY,HAEY,HAEY01,168,0,0,168
VIC,HALLAM,HALA,HALA01,95,0,0,95
QLD,HALIFAX,HALI,HALI01,293,0,0,293
ACT,HALL,HALL,HALL01,213,0,0,213
NSW,HALLIDAYS POINT,HALP,HALP01,445,0,351,796
WA,HALLS HEAD,MDRA,HALR02,1778,502,0,2280
QLD,HAMILTON ISLAND RT OP MDF,AIRL,HAMI01,0,0,0,0
NSW,HAMILTON,HAMN,HAMN01,2841,746,0,3587
QLD,HAMPTON,HAMP,HAMP01,0,85,0,85
WA,HAMERSLEY,HAMS,HAMS01,703,0,2552,3255
WA,HANNANS,KGLE,HANN01,281,0,0,281
NSW,HANNAM VALE,HANV,HANV01,0,45,0,45
NSW,HANWOOD,HANW,HANW01,157,0,0,157
TAS,HAMILTON,HAON,HAON01,0,0,0,0
NSW,HARBORD,HARB,HARB01,482,0,0,482
VIC,HARCOURT,HARC,HARC01,240,0,0,240
NSW,HARRINGTON,HARN,HARN01,279,0,0,279
WA,HARVEY,HARV,HARV01,677,0,0,677
NSW,HASTINGS POINT,HASP,HASP01,312,0,290,602
VIC,HASTINGS,HAST,HAST01,918,0,561,1479
NSW,HAT HEAD,HATD,HATD01,162,0,0,162
QLD,HATTON VALE,HATT,HATT01,420,0,0,420
VIC,HAWKESDALE,HAWK,HAWK01,0,0,0,0
VIC,HAWTHORN,HAWN,HAWN01,1,0,0,1
NSW,HAY,HAYY,HAYY01,151,0,359,510
NSW,HELENSBURGH,HBGH,HBGH01,110,0,0,110
QLD,HOMEBUSH,HBSH,HBSH01,175,0,0,175
VIC,HEIDELBERG,HDBG,HDBG01,382,0,286,668
NSW,HARWOOD,HDIS,HDIS01,0,0,41,41
NSW,HERMIDALE,HDLE,HDLE01,0,0,0,0
QLD,HIGHLAND PARK,HDPK,HDPK01,65,0,210,275
NT,HOWARD SPRINGS,HDSS,HDSS01,93,0,0,93
QLD,HODGSON VALE,HDSV,HDSV01,0,0,183,183
VIC,HEATHMERE,HEAH,HEAH01,0,0,0,0
VIC,HEATHCOTE,HEAT,HEAT01,0,0,45,45
NSW,HERONS CREEK,HECK,HECK01,0,53,0,53
SA,HOPE FOREST,HEFT,HEFT01,88,0,0,88
QLD,HELIDON,HELI,HELI01,384,0,0,384
NSW,HERNANI,HENI,HENI01,0,0,0,0
NSW,HENTY,HENT,HENT01,0,93,84,177
QLD,HERBERTON,HERB,HERB01,59,0,0,59
WA,HERNE HILL,HERL,HERL01,264,0,0,264
NT,HERMANNSBERG,PETN,HERM01,59,0,0,59
VIC,HESKET,HESK,HESK01,160,0,0,160
VIC,HEATHERTON,HETH,HETH01,3,0,288,291
VIC,HOPETOUN,HETN,HETN01,214,0,0,214
VIC,HEYWOOD,HEYD,HEYD01,167,0,0,167
VIC,HEYFIELD,HEYF,HEYF01,377,0,0,377
QLD,HIGHFIELDS,HFDS,HFDS01,1,0,276,277
QLD,HIGHVALE,HGLE,HGLE01,385,0,0,385
VIC,HIGHETT,HGTT,HGTT01,255,0,211,466
SA,HINDMARSH TIERS,HHTS,HHTS01,0,0,0,0
WA,HILTON,HILN,HILN01,1893,0,0,1893
NSW,HINTON,HINT,HINT01,201,0,0,201
TAS,HILLWOOD,HIOD,HIOD01,279,0,0,279
NSW,HIGH RANGE,HIRA,HIRA01,239,0,0,239
NSW,HOSKINSTOWN,HKTN,HKTN01,174,0,0,174
NSW,HILLTOP,HLTP,HLTP01,0,0,0,0
VIC,HOTHAM HEIGHTS,HMHS,HMHS01,0,0,0,0
NSW,HAYMARKET,HMKT,HMKT01,2701,0,0,2701
VIC,HAMILTON,HMON,HMON01,1115,0,0,1115
SA,HAHNDORF,HNDF,HNDF01,662,0,0,662
SA,HENLEY BEACH,HNLY,HNLY01,330,0,1467,1797
TAS,HOWRAH,HOAH,HOAH01,1994,0,0,1994
VIC,HODDLES CREEK,HODD,HODD01,125,0,0,125
QLD,HOPE ISLAND,HOID,HOID01,310,0,467,777
NSW,HOLBROOK,HOLB,HOLB01,172,0,0,172
NSW,HOLSWORTHY,HOLS,HOLS01,419,0,0,419
QLD,HOME HILL,HOMA,HOMA01,652,0,0,652
NSW,HOMEBUSH,HOME,HOME01,816,0,0,816
WA,HOPETOUN,HOPE,HOPE01,275,0,0,275
NSW,HOXTON PARK,MILL,HOPJ01,2944,0,0,2944
VIC,HORFIELD,HORF,HORF01,179,0,0,179
VIC,HORSHAM,HORM,HORM01,787,0,2,789
NSW,HORNSBY,HORN,HORN01,337,0,362,699
NSW,HORSLEY PARK,HORS,HORS01,9,1,251,261
NSW,HOWLONG,HOWL,HOWL01,51,0,0,51
NT,HOWARD SPRINGS PRISON,HDSS,HOZC01,188,0,0,188
SA,HAMPSTEAD,HPSD,HPSD01,313,0,2198,2511
NSW,HARDEN,HRDN,HRDN01,63,0,0,63
SA,HARRIET,HRET,HRET01,0,0,26,26
NSW,HORSESHOE CREEK,HRSK,HRSK01,152,0,0,152
NSW,HARTLEY,HRTY,HRTY01,82,0,0,82
WA,HALLS CREEK,HSCK,HSCK01,118,0,0,118
VIC,HALLS GAP,HSGP,HSGP01,0,24,0,24
WA,HAMERSLEY DA119,HAMS,HSLV01,137,0,0,137
VIC,HARSTON,HSTN,HSTN01,159,0,0,159
QLD,HARRISVILLE,HSVE,HSVE01,214,0,0,214
WA,GOSNELLS HUNTINGDALE,GOSN,HTDS01,0,0,0,0
VIC,HARTWELL,HTLL,HTLL01,164,2,0,166
NSW,HILLSTON,HTON,HTON01,175,0,0,175
QLD,HUGHENDEN,HUGH,HUGH01,362,0,0,362
NSW,HUNTERS HILL,HUHL,HUHL01,400,0,673,1073
TAS,HUONVILLE,HULE,HULE01,599,0,0,599
VIC,HUNTLY,HUNY,HUNY01,49,0,0,49
NSW,HUONBROOK,HUON,HUON01,161,0,0,161
VIC,HURSTBRIDGE,HURB,HURB01,0,0,245,245
NSW,HURSTVILLE,HURS,HURS01,71,0,0,71
NSW,HUSKISSON,HUSK,HUSK01,246,0,312,558
VIC,HEALESVILLE,HVIL,HVIL01,724,0,476,1200
NSW,HALLSVILLE,HVLE,HVLE01,142,0,0,142
QLD,HOLLOWAY BEACH,HWCH,HWCH01,509,0,339,848
QLD,HOWARD,HWRD,HWRD01,317,0,0,317
WA,HYDEN,HYDN,HYDN01,112,0,0,112
VIC,HARRIETVILLE,HYLE,HYLE01,0,39,0,39
QLD,HAY POINT,HYPT,HYPT01,0,291,0,291
NSW,HAZELBROOK,HZBK,HZBK01,336,0,0,336
VIC,HAZELWOOD NORTH,HZWD,HZWD01,280,0,0,280
QLD,INALA,IALA,IALA01,961,0,0,961
QLD,INGHAM,IGHM,IGHM01,738,0,335,1073
VIC,INVERGORDON,IGON,IGON01,0,0,0,0
SA,INGLEWOOD,IGWD,IGWD01,123,0,0,123
NSW,IVANHOE,IHOE,IHOE01,154,0,0,154
NSW,ILUKA,ILKA,ILKA01,52,0,0,52
TAS,ILFRAVILLE,ILLE,ILLE01,191,0,0,191
VIC,ILLOWA,ILLO,ILLO01,0,114,0,114
QLD,IMBIL,IMBI,IMBI01,204,0,0,204
NSW,INDIGO VALLEY,INDV,INDV01,78,0,0,78
QLD,INGLEWOOD,INGD,INGD01,186,0,0,186
NSW,INGLEBURN,INGL,INGL01,446,24,2212,2682
QLD,INGLESIDE,INGS,INGS01,0,0,0,0
QLD,INJUNE,INJU,INJU01,0,57,0,57
NSW,INVERELL,INLL,INLL01,1,0,283,284
VIC,INVERLOCH,INLO,INLO01,1109,0,0,1109
QLD,INNISFAIL,INNI,INNI01,1197,0,0,1197
VIC,INVERLEIGH,INVR,INVR01,161,0,0,161
VIC,INGLEWOOD,INWD,INWD01,100,0,0,100
SA,INDIAN PACIFIC ILUKA MINE,INPC,INXZ01,0,0,0,0
QLD,IPSWICH,IPSW,IPSW01,84,0,746,830
VIC,IRREWARRA,IRRE,IRRE01,0,0,20,20
VIC,IRYMPLE,IRYM,IRYM01,62,0,277,339
QLD,ISISFORD,ISIS,ISIS01,0,0,0,0
QLD,ISLAND POINT,ISLP,ISLP01,248,0,409,657
VIC,IVANHOE,IVAN,IVAN01,0,0,475,475
QLD,IRVINEBANK,IVBK,IVBK01,0,0,0,0
NSW,INVERGOWRIE,IVGE,IVGE01,284,0,0,284
SA,JAMESTOWN,JAME,JAME01,520,0,0,520
NSW,JAMBEROO,JAMO,JAMO01,184,0,0,184
QLD,JANDOWAE,JAND,JAND01,0,363,0,363
NT,JABIRU,JARU,JARU01,87,0,0,87
QLD,JARVISFIELD,JARV,JARV01,0,0,180,180
QLD,JIMBOOMBA,JBBB,JBBB01,234,0,313,547
ACT,JERRABOMBERRA,JBRA,JBRA01,429,0,0,429
VIC,JACK RIVER,JCKR,JCKR01,0,67,0,67
WA,JOONDALUP,JDLP,JDLP01,1389,0,0,1389
NSW,JINDERA,JDRA,JDRA01,136,0,0,136
NSW,JERILDERIE,JDRE,JDRE01,226,0,0,226
VIC,JINDIVICK,JDVK,JDVK01,0,38,31,69
VIC,JEPARIT,JEPA,JEPA01,0,0,0,0
WA,JERRAMUNGUP,JERR,JERR01,0,55,0,55
NSW,JIGGI,JIGI,JIGI01,0,0,0,0
NSW,JINDABYNE EAST,JINE,JINE01,301,0,0,301
NSW,JINDABYNE,JINJ,JINJ01,217,0,290,507
WA,JANDAKOT,JKOT,JKOT01,470,5,31,506
WA,JANDAKOT AIRPORT,JKOT,JKTP01,5,0,362,367
WA,JINDALEE,JLEE,JLEE01,792,0,0,792
VIC,JAMIESON,JMSN,JMSN01,10,0,0,10
NSW,JUNCTION HILL,JNHL,JNHL01,192,0,0,192
NSW,JOCELYN,JOCN,JOCN01,0,0,0,0
QLD,JONDARYAN,JOND,JOND01,172,0,0,172
QLD,JOHNSTOWN WEST,JONW,JONW01,0,0,10,10
NT,ROPER RIVER DJILKMINNGAN,ROPR,JQZK01,0,0,14,14
QLD,JAMBOREE HEIGHTS,JREE,JREE01,4213,0,0,4213
NSW,JERRYS PLAINS,JRRY,JRRY01,0,0,0,0
VIC,JUNORTOUN,JRTN,JRTN01,111,0,118,229
WA,JANDAKOT SOUTH,JTSX,JTSX01,472,0,0,472
NSW,JUGIONG,JUGI,JUGI01,0,76,0,76
QLD,JULIA CREEK,JULI,JULI01,0,14,0,14
QLD,JUNDAH,JUND,JUND01,104,0,0,104
NSW,JUNEE,JUNE,JUNE01,178,0,0,178
WA,JURIEN,JURI,JURI01,255,0,0,255
VIC,JORDANVILLE,JVLE,JVLE01,249,0,0,249
NSW,JERVIS BAY,JVSB,JVSB01,0,46,0,46
NSW,BEROWRA DA043 JWMB,BERO,JWMB01,0,0,0,0
WA,KALGAN,KAAN,KAAN01,65,0,0,65
SA,KALANGADOO,KADO,KADO01,0,0,6,6
QLD,KALLANGUR MANGO HILL OP,KLGR,KAER01,1193,110,0,1303
NT,VICTORIA RIVER KALKARINGI,VIER,KAGI01,76,0,0,76
WA,KARRATHA,KAHA,KAHA01,220,0,0,220
WA,NICKOL,KAHA,KAHJ02,242,0,0,242
WA,KARRATHA SOUTH,KAHA,KAHS01,0,28,0,28
QLD,KAIRI,KAIR,KAIR01,98,0,0,98
VIC,KINGLAKE,KAKE,KAKE01,353,0,0,353
VIC,KINGLAKE WEST,KAKW,KAKW01,241,0,0,241
QLD,KALBAR,KALB,KALB01,0,248,0,248
VIC,KARINGAL,KALG,KALG01,2215,990,2042,5247
WA,KALBARRI,KALI,KALI01,435,0,0,435
WA,KALAMUNDA,KALM,KALM01,306,0,279,585
WA,KAMBALDA,KAMB,KAMB01,317,0,0,317
NSW,KANDOS,KAND,KAND01,49,0,0,49
SA,KANGARILLA,KANG,KANG01,105,0,0,105
VIC,KANIVA,KANI,KANI01,147,0,0,147
NSW,KANGAROO VALLEY,KANV,KANV01,178,0,11,189
SA,KAPUNDA,KAPU,KAPU01,376,48,0,424
TAS,KAROOLA,KARO,KARO01,151,0,0,151
QLD,KARUMBA,KARU,KARU01,29,0,0,29
WA,KATANNING,KATG,KATG01,667,0,0,667
VIC,KATAMATITE,KATM,KATM01,156,0,0,156
VIC,KATANDRA WEST,KATW,KATW01,0,0,0,0
ACT,KAMBAH,KBAH,KBAH01,1230,0,0,1230
WA,KELLERBERRIN,KBRN,KBRN01,173,0,0,173
NT,KATHERINE DA004,KTHN,KCAP01,168,0,0,168
NSW,KINGSCLIFF,KCLF,KCLF01,0,0,293,293
SA,KADINA,KDNA,KDNA01,634,0,0,634
WA,KEWDALE,KEDL,KEDL01,0,20,260,280
NSW,KELLYVILLE,KELL,KELL01,4060,0,0,4060
WA,KELMSCOTT,KELM,KELM01,1280,0,267,1547
QLD,KELSO,KELO,KELO01,1586,0,784,2370
NSW,KEMPS CREEK,KEMP,KEMP01,189,0,0,189
TAS,KETTERING,KENG,KENG01,201,0,0,201
QLD,KENILWORTH,KENI,KENI01,0,155,0,155
QLD,KENNEDY,KENN,KENN01,105,0,0,105
NSW,KENSINGTON,KENS,KENS01,779,0,0,779
NSW,KENTHURST,KENT,KENT01,270,0,83,353
TAS,KEMPTON,KEON,KEON01,131,0,0,131
SA,KEPPOCH,KEPH,KEPH01,0,0,30,30
QLD,KEPPEL SANDS,KEPP,KEPP01,86,0,0,86
VIC,KERANG,KERA,KERA01,441,0,0,441
VIC,KERRISDALE,KERS,KERS01,0,0,183,183
SA,KEITH,KETH,KETH01,0,0,0,0
VIC,KIEWA,KEWA,KEWA01,168,0,0,168
VIC,KEW,KEWE,KEWE01,31,0,0,31
VIC,KEYSBOROUGH,KEYS,KEYS01,860,0,381,1241
NT,ALICE SPRINGS,ALSS,KGAF01,366,0,0,366
NSW,KOORAINGHAT,KGAT,KGAT01,312,0,0,312
WA,KALGOORLIE,KGLE,KGLE01,294,0,0,294
NSW,KANGALOON,KGLN,KGLN01,0,89,0,89
VIC,KINGS PARK,KGPK,KGPK01,1883,0,73,1956
VIC,KANGAROO FLAT,KGRO,KGRO01,1408,0,0,1408
SA,KINGSTON SE,KGSN,KGSN01,224,0,0,224
